ColoRect-AdenoCA::SP21528::rand1,ColoRect-AdenoCA::SP21528::rand2,ColoRect-AdenoCA::SP21528::rand3,ColoRect-AdenoCA::SP21528::rand4,ColoRect-AdenoCA::SP21528::rand5,ColoRect-AdenoCA::SP21528::rand6,ColoRect-AdenoCA::SP21528::rand7,ColoRect-AdenoCA::SP21528::rand8,ColoRect-AdenoCA::SP21528::rand9,ColoRect-AdenoCA::SP21528::rand10,ColoRect-AdenoCA::SP21528::rand11,ColoRect-AdenoCA::SP21528::rand12,ColoRect-AdenoCA::SP21528::rand13,ColoRect-AdenoCA::SP21528::rand14,ColoRect-AdenoCA::SP21528::rand15,ColoRect-AdenoCA::SP21528::rand16,ColoRect-AdenoCA::SP21528::rand17,ColoRect-AdenoCA::SP21528::rand18,ColoRect-AdenoCA::SP21528::rand19,ColoRect-AdenoCA::SP21528::rand20,ColoRect-AdenoCA::SP21528::rand21,ColoRect-AdenoCA::SP21528::rand22,ColoRect-AdenoCA::SP21528::rand23,ColoRect-AdenoCA::SP21528::rand24,ColoRect-AdenoCA::SP21528::rand25,ColoRect-AdenoCA::SP21528::rand26,ColoRect-AdenoCA::SP21528::rand27,ColoRect-AdenoCA::SP21528::rand28,ColoRect-AdenoCA::SP21528::rand29,ColoRect-AdenoCA::SP21528::rand30,ColoRect-AdenoCA::SP21528::rand31,ColoRect-AdenoCA::SP21528::rand32,ColoRect-AdenoCA::SP21528::rand33,ColoRect-AdenoCA::SP21528::rand34,ColoRect-AdenoCA::SP21528::rand35,ColoRect-AdenoCA::SP21528::rand36,ColoRect-AdenoCA::SP21528::rand37,ColoRect-AdenoCA::SP21528::rand38,ColoRect-AdenoCA::SP21528::rand39,ColoRect-AdenoCA::SP21528::rand40,ColoRect-AdenoCA::SP21528::rand41,ColoRect-AdenoCA::SP21528::rand42,ColoRect-AdenoCA::SP21528::rand43,ColoRect-AdenoCA::SP21528::rand44,ColoRect-AdenoCA::SP21528::rand45,ColoRect-AdenoCA::SP21528::rand46,ColoRect-AdenoCA::SP21528::rand47,ColoRect-AdenoCA::SP21528::rand48,ColoRect-AdenoCA::SP21528::rand49,ColoRect-AdenoCA::SP21528::rand50,ColoRect-AdenoCA::SP21528::rand51,ColoRect-AdenoCA::SP21528::rand52,ColoRect-AdenoCA::SP21528::rand53,ColoRect-AdenoCA::SP21528::rand54,ColoRect-AdenoCA::SP21528::rand55,ColoRect-AdenoCA::SP21528::rand56,ColoRect-AdenoCA::SP21528::rand57,ColoRect-AdenoCA::SP21528::rand58,ColoRect-AdenoCA::SP21528::rand59,ColoRect-AdenoCA::SP21528::rand60,ColoRect-AdenoCA::SP21528::rand61,ColoRect-AdenoCA::SP21528::rand62,ColoRect-AdenoCA::SP21528::rand63,ColoRect-AdenoCA::SP21528::rand64,ColoRect-AdenoCA::SP21528::rand65,ColoRect-AdenoCA::SP21528::rand66,ColoRect-AdenoCA::SP21528::rand67,ColoRect-AdenoCA::SP21528::rand68,ColoRect-AdenoCA::SP21528::rand69,ColoRect-AdenoCA::SP21528::rand70,ColoRect-AdenoCA::SP21528::rand71,ColoRect-AdenoCA::SP21528::rand72,ColoRect-AdenoCA::SP21528::rand73,ColoRect-AdenoCA::SP21528::rand74,ColoRect-AdenoCA::SP21528::rand75,ColoRect-AdenoCA::SP21528::rand76,ColoRect-AdenoCA::SP21528::rand77,ColoRect-AdenoCA::SP21528::rand78,ColoRect-AdenoCA::SP21528::rand79,ColoRect-AdenoCA::SP21528::rand80,ColoRect-AdenoCA::SP21528::rand81,ColoRect-AdenoCA::SP21528::rand82,ColoRect-AdenoCA::SP21528::rand83,ColoRect-AdenoCA::SP21528::rand84,ColoRect-AdenoCA::SP21528::rand85,ColoRect-AdenoCA::SP21528::rand86,ColoRect-AdenoCA::SP21528::rand87,ColoRect-AdenoCA::SP21528::rand88,ColoRect-AdenoCA::SP21528::rand89,ColoRect-AdenoCA::SP21528::rand90,ColoRect-AdenoCA::SP21528::rand91,ColoRect-AdenoCA::SP21528::rand92,ColoRect-AdenoCA::SP21528::rand93,ColoRect-AdenoCA::SP21528::rand94,ColoRect-AdenoCA::SP21528::rand95,ColoRect-AdenoCA::SP21528::rand96,ColoRect-AdenoCA::SP21528::rand97,ColoRect-AdenoCA::SP21528::rand98,ColoRect-AdenoCA::SP21528::rand99,ColoRect-AdenoCA::SP21528::rand100
294.1719776111266,294.172018112283,294.17210255019296,293.6614215397321,293.65534478441106,294.172010447639,294.17196396918007,294.1721291476242,294.17206401330003,294.1720849442173,294.17215367891976,294.1721305691772,294.1720076496108,293.6543586861016,293.6605188019961,293.6573962676924,293.65829315823817,293.6547052790676,293.67115674492607,293.65547087412415,293.6710788639423,293.6523751670693,294.1718760864167,294.17205464107485,294.1722459185263,294.1718816965042,294.1718591447136,294.172018516339,294.1718698750575,294.1718929224169,293.6818175802692,294.1721109065825,293.65872903726915,294.1720059880971,294.1719325660065,293.6653552744864,293.67114280241975,293.6661861190278,293.6704081395346,293.6620800034078,293.6769571435177,294.17210418421826,294.1721401167723,294.1718847431143,293.6612122550303,293.67340006967567,293.6623847248379,294.17193518893947,293.6799950102283,294.17217071278725,294.1720838519814,293.65380782520043,294.17215915711927,294.17198014291176,293.6537016782265,294.17190815713735,293.65313835214647,294.17191046783563,294.171911969428,294.1721045661604,293.68549740971105,293.65906178231575,293.656906478361,293.67806106873394,293.6539544113702,293.65529655972335,294.1759335544387,294.1719208458493,294.17200703313426,294.17187929389456,294.1719332111904,294.1720819330777,293.6539505242814,293.6848501150878,294.17213749402885,293.65527831992995,293.6820731202565,293.6532664703082,294.1721443759236,293.67207093789324,293.6604155764908,293.6566504994071,293.6778563714166,293.67896313446346,293.66008272160076,293.65665670259943,294.172006142824,293.6755588003741,293.6593661741792,294.204993350312,293.665964739279,293.65710585402815,294.17215054560256,293.6541861892325,293.6616375767841,294.17212594599647,293.6580974664642,293.65698939365456,293.6551163338832,293.677688087782
124.67762067173356,124.6776482005016,124.67770558655772,124.32848065836058,124.32433027758454,124.67764298877007,124.677611400415,124.67772366518916,124.67767939477507,124.67769362079366,124.67774033644027,124.6777246311122,124.67764108903833,124.32366352876167,124.32786225288612,124.32573523703823,124.32634413172343,124.32389866233477,124.3351249032703,124.32441848395919,124.3350697683081,124.32230383679727,124.67755167124152,124.67767302516175,124.67780454332565,124.67755548286905,124.67754015560686,124.67764847356189,124.67754744863079,124.67756321271742,124.3423960260843,124.67771126601042,124.32664649283399,124.67763995850453,124.67759005676375,124.33116523774405,124.335113802145,124.3317308604932,124.33461388751275,124.32892950833634,124.33907993313534,124.6777066968407,124.67773111851803,124.67755758110614,124.32833654356286,124.33665323645543,124.32913841996589,124.6775918408888,124.34115083333784,124.67775191374453,124.67769287878767,124.32328511204679,124.67774406064395,124.67762239291856,124.3232103456518,124.67757346692974,124.32282966538952,124.67757503742608,124.67757608392102,124.67770695970681,124.34490367011438,124.32687166883946,124.32540172897373,124.33983138835887,124.32338126658254,124.3243035257746,124.68032834336265,124.67758209155276,124.67764066836932,124.67755393475137,124.67759049542369,124.67769157392543,124.32338450565409,124.34446172932806,124.677729336039,124.32428569252896,124.34257004294675,124.32291603603015,124.67773402181201,124.3357473396425,124.32779479906809,124.3252226823696,124.33969442882096,124.34044764928534,124.32756730641577,124.3252281838044,124.67764006377138,124.33812672650656,124.32707802833642,124.70022677274764,124.33157991338284,124.32553818484277,124.67773820705182,124.32354571031851,124.3286253137703,124.67772148725757,124.32621246411057,124.3254579780779,124.32417549375532,124.3395803310733
20.97560023023331,20.97560033392754,20.97560055203955,20.974903931009017,20.974894133566135,20.97560031489607,20.975600194971637,20.975600620058167,20.975600452833994,20.97560050665259,20.97560068366015,20.975600623787688,20.975600307126193,20.974890575847358,20.974903012577258,20.974896330162085,20.97489884762333,20.974891597356955,20.97492103364937,20.974893728090063,20.974921474465607,20.974888824435233,20.975599968513507,20.975600428630724,20.9756004822507,20.975599983329943,20.975599925225698,20.97560033541835,20.97559995282155,20.975599983249086,20.97494117712757,20.97560057355348,20.9748981921786,20.975600303218357,20.975600114227067,20.974910894851014,20.974921471152587,20.974912770167332,20.97491974643569,20.974905247925374,20.974932307906332,20.975600556329844,20.975600648846623,20.975599983185845,20.974903936076664,20.97492576976176,20.974905509195224,20.97560012056423,20.9749383532145,20.97560072746557,20.975600503743355,20.97489032395203,20.975600697496986,20.975600236622224,20.97489081429781,20.9756000514577,20.974888720140722,20.975600057400584,20.9756000537606,20.975600556365382,20.974948755695515,20.974899337006462,20.97489524463795,20.974934821123366,20.974891715737996,20.97489225228121,20.975604914139144,20.97560008392588,20.975600306024102,20.97559995258845,20.97560011584245,20.975600498997228,20.974889990999923,20.97494766666981,20.97560064207148,20.974893790331336,20.974941739126145,20.974889257094553,20.97560065733948,20.97492307613032,20.974901957426667,20.974896060750726,20.974933661344398,20.974936229583296,20.974901465982708,20.974895702035464,20.975600303586024,20.974929514170928,20.974900276127617,20.975636929063455,20.97491233929786,20.974895483447927,20.975600675540452,20.974890298558044,20.974905123505486,20.975600612374095,20.974897952449318,20.97489548960741,20.974893401852093,20.974933145611008
171.75336873714824,171.75338961259988,171.7534331361532,171.49079840983066,171.48767179996125,171.7533856625906,171.75336170537958,171.7534468451533,171.7534132726217,171.7534240612335,171.75345949004415,171.75344757794835,171.7533842198266,171.48716255748081,171.49033444540714,171.4887262694337,171.4891887584536,171.48734132736288,171.4958087056339,171.48773609537452,171.49576917418378,171.48614337689685,171.75331640670407,171.75340844171046,171.75350661439754,171.75331929873704,171.75330767455085,171.7533898212987,171.75331320539425,171.7533250573202,171.5012967335715,171.75343744338898,171.48941173220484,171.75338336376643,171.7533455189589,171.49282298621412,171.49580197047752,171.49325098275466,171.49542345680473,171.4911374456971,171.4987949578742,171.75343397847868,171.75345249963965,171.75332086144616,171.49069105519513,171.49696400740257,171.49129401159863,171.75334687053112,171.5003590943453,171.75346826997125,171.75342349815594,171.4868797352055,171.7534623134837,171.75337004201333,171.48682575096143,171.75333293766718,171.48653477834424,171.7533341286927,171.75333489549558,171.7534341744405,171.5031916478088,171.48958351587018,171.4884739812606,171.49936364840823,171.4869562578889,171.4876452685518,171.7554025352356,171.7533394777736,171.753383902533,171.75331803683886,171.7533458514701,171.75342250925794,171.48695262005555,171.50285855858957,171.7534511477452,171.4876373776759,171.50142835696903,171.48660101254436,171.75345469261993,171.49627961786197,171.49028048677516,171.48834344627366,171.49925753658746,171.49982773531121,171.49010926950263,171.48834628650528,171.7533834434898,171.49807496861317,171.48974055881544,171.7703402381954,171.493137008045,171.4885764851484,171.7534578749497,171.48707380548097,171.49091036987298,171.75344519543415,171.48908751866682,171.48851674883423,171.48755391135253,171.4991707183357
150.73259553850832,150.73261139628477,150.73264446028497,150.53373171762334,150.53136223920387,150.7326083962857,150.73259019658735,150.73265487407974,150.73262937067506,150.73263756633293,150.73266448038717,150.73265543082593,150.73260729971804,150.53097440158513,150.53338062736265,150.5321602817221,150.53251181666877,150.53111033058687,150.53753010111572,150.53141037354035,150.53750069280343,150.5302034286273,150.7325557845988,150.73262570073143,150.73269985226864,150.73255798193648,150.7325491514129,150.7326115552642,150.73255335296898,150.73256232834078,150.54169203595092,150.73264773233896,150.53267947603612,150.7326066497595,150.73257790044036,150.5352666321101,150.53752544393856,150.53559150675972,150.5372380650013,150.5339889015616,150.53979507913422,150.7326451002509,150.73265917012532,150.73255916130202,150.53365069247576,150.53840672586128,150.53410733038137,150.7325789267771,150.54098156396017,150.73267115013806,150.7326371384883,150.53076068500988,150.73266662499393,150.7325965296421,150.53072041613183,150.7325683429506,150.53049875244332,150.7325692477244,150.73256982293685,150.73264524819385,150.5431296827266,150.53281025208668,150.5319687995519,150.54022676991272,150.53081979975602,150.53134038034892,150.73413519309935,150.7325733110429,150.7326070591535,150.73255699943527,150.73257815299283,150.73263638744663,150.5308153732267,150.54287720926536,150.732658143117,150.5313359231574,150.54179193158876,150.5305492685479,150.73266083364928,150.5378875309871,150.53333887170518,150.53187106848773,150.5401455475198,150.54057843027323,150.53320915988215,150.53187286268957,150.73260671029266,150.53924891638306,150.53292970157355,150.7454412120504,150.53550506001108,150.53204640104906,150.73266325340586,150.5309071425203,150.5338173860352,150.73265362139048,150.53243452960356,150.53200131873828,150.53127254513404,150.54007951542204
93.51792625145734,93.51794563233794,93.51798603391887,93.27227862865648,93.26935813419473,93.51794196331012,93.51791972415282,93.51799876166794,93.5179675941695,93.51797760966926,93.51801049881051,93.51799944172258,93.51794062570197,93.26888847386257,93.27184360955458,93.27034648406925,93.27077521114994,93.26905404525007,93.27695432899102,93.26942005075249,93.2769156732345,93.26793206091703,93.517877673084,93.51796310976378,93.51805559125472,93.51788035667157,93.5178695658368,93.51794582469422,93.5178747003232,93.51788579137057,93.28207153050062,93.51799003241337,93.2709876351727,93.51793982986817,93.51790469764848,93.27416783897215,93.2769466320626,93.27456598362272,93.27659472291674,93.27259453408456,93.27973784048633,93.51798681561047,93.51800400916004,93.5178818318683,93.27217730480342,93.27803004867646,93.2727414814617,93.51790595361729,93.28119535512732,93.51801864954595,93.51797708725152,93.26862235215468,93.51801312068697,93.51792746318722,93.26856990601213,93.51789301795706,93.26830173790594,93.51789412362906,93.51789485849173,93.51798700043544,93.28383649265422,93.2711462359844,93.27011173114107,93.28026679910296,93.26869030071505,93.26933886089193,93.51983113712164,93.51789908988367,93.51794032966217,93.51787926054095,93.5179050064658,93.51797616864103,93.26869215220347,93.28352550117111,93.51800275423886,93.26932670230609,93.28219401819385,93.26836259648869,93.51800605253472,93.27739245982926,93.27179592313598,93.26998604748339,93.28017021821759,93.28070043153342,93.2716358548591,93.2699898268849,93.51793990397121,93.27906696399327,93.27129155640073,93.53382936595216,93.27445974839883,93.27020773031288,93.51800899964773,93.26880556903312,93.27238062842805,93.51799722848446,93.27068241640143,93.2701513395703,93.26924912716227,93.28008987026931
14.459089685748491,14.459092291930942,14.459097724969231,14.426108947523174,14.425716715080972,14.459091798600394,14.459088807981487,14.459099436486266,14.45909524529648,14.459096592118565,14.459101014868887,14.4590995279421,14.459091618678235,14.425653473276169,14.426050567942342,14.425849360805199,14.42590703007065,14.42567574883356,14.42673702815578,14.425724979701437,14.426731883996828,14.425525144915044,14.459083153173832,14.459094642252586,14.459107041400587,14.45908351407928,14.459082062984953,14.459092317836218,14.45908275343919,14.459084242447082,14.427424533907072,14.459098262664236,14.425935445582594,14.459091511690444,14.459086787310772,14.426362727069668,14.426736032981132,14.42641624415412,14.426688725067704,14.426151396102108,14.42711102455745,14.459097830093809,14.459100142186013,14.459083711777318,14.426095368070001,14.42688159483382,14.426171112371708,14.459086956171022,14.42730687005788,14.459102110929674,14.459096521858504,14.425617785515248,14.459101367421345,14.4590898486841,14.425610797217988,14.459085216697874,14.425574681998924,14.459085365381895,14.459085463564884,14.45909785486748,14.427661712494638,14.425956797165936,14.425817807906489,14.427182127015884,14.42562700800455,14.425713975576384,14.459345377212061,14.45908603319937,14.459091578909725,14.459083364593546,14.4590868288349,14.459096398345462,14.425627112745397,14.427619941432335,14.459099973429348,14.425712473898205,14.427440997008329,14.42558288318549,14.459100416757538,14.42679591827844,14.426044089051299,14.425801031079518,14.427169086336026,14.427240361528664,14.426022595119813,14.425801507783637,14.459091521652795,14.427020878304972,14.42597635175384,14.461224147987897,14.42640197020321,14.425830693996112,14.459100813265428,14.425642338985641,14.426122717173465,14.459099230359898,14.425894518859344,14.425823136767919,14.42570204463058,14.42715827484551
136.70739874620463,136.7074029664748,136.70741177503123,136.65737459004282,136.65677134810537,136.70740217088863,136.70739732295766,136.70741454610948,136.70740775662978,136.70740993885104,136.70741710643486,136.70741469470482,136.70740187617855,136.65666323508802,136.6572877647289,136.6569692282728,136.6570638288851,136.6567000451771,136.6583483166373,136.6567807026317,136.65834352764807,136.65647384527873,136.7073881579064,136.70740677895205,136.70742444302925,136.7073887448403,136.70738639301612,136.7074030109506,136.70738751177163,136.70738976474712,136.65942197654664,136.7074126463974,136.65710004305464,136.70740170484663,136.70739404892126,136.6577683226266,136.65834932224885,136.65785358418137,136.65827358517484,136.65744128225487,136.65893411226028,136.70741194585375,136.707415692771,136.70738902099757,136.65735559348792,136.6585768271272,136.65747033710164,136.70739432026699,136.65924164408713,136.7074188823934,136.7074098244521,136.65661185618163,136.70741767628772,136.7073990095352,136.65660475522526,136.7073915040527,136.65654267298154,136.70739174496995,136.70739186252496,136.7074119807526,136.65979582507225,136.65713623504638,136.656919069847,136.6590475095638,136.65663241016273,136.65675719188175,136.70778265536643,136.70739282613604,136.70740181441758,136.7073883666406,136.7073941159606,136.70740962536735,136.65662309715287,136.65973133182789,136.70741541916502,136.65676352377523,136.65944812342326,136.65655710764543,136.70741612404024,136.65844202257088,136.65727290067983,136.6569000422621,136.65902287853507,136.6591368195962,136.65724009292208,136.65689874262412,136.70740172082125,136.65879249665159,136.65716878131784,136.7105903601833,136.6578312235947,136.6569384325965,136.70741677943215,136.65664611584359,136.6574004217054,136.70741421516348,136.6570413911645,136.656927878946,136.65674678201304,136.65900490318742
375.7611893592326,375.7612224646743,375.7612914963432,375.34783938874523,375.3429098115783,375.7612162034869,375.7611782061969,375.7613132364405,375.7612599929632,375.7612771032844,375.76133329337347,375.76131439899626,375.76121391244686,375.3420971024515,375.3471105555213,375.34456680448454,375.3453013307254,375.3423812672329,375.35574590026073,375.3430081480744,375.3556863966847,375.34049742130003,375.7611063618058,375.7612523308009,375.7614058432059,375.7611109504121,375.76109251431376,375.7612227979175,375.7611012860446,375.7611199389217,375.364413353733,375.76129832759005,375.3456461113009,375.761212556587,375.7611525351638,375.35103454166574,375.35573757493137,375.3517120147789,375.35513809607005,375.3483752034455,375.36046376983234,375.761292832682,375.7613222071523,375.7611133890127,375.34767183536644,375.35757299094803,375.34862090660494,375.7611546766734,375.36293559256825,375.7613472180338,375.7612762097619,375.34165436223736,375.76133776999666,375.76119142809455,375.34157254567174,375.7611325816814,375.34110787057983,375.7611344706094,375.76113564931154,375.7612931387465,375.36740918353144,375.345919987339,375.34416755884064,375.3613640546034,375.341780772297,375.34285898952413,375.764387512201,375.76114295325044,375.7612134116425,375.7611088265638,375.7611530622964,375.7612746423455,375.3417664693233,375.36688379072837,375.76132006294307,375.34285436263343,375.36462162621063,375.34121394605165,375.7613256728688,375.35649120006457,375.34702105063906,375.34396787689735,375.3611926157684,375.36209552989317,375.3467513259399,375.34397051668566,375.76121268287466,375.3593259076182,375.3461698248678,375.78786512844005,375.35153194760113,375.34432875970606,375.76133073158076,375.3419571763111,375.34802012000375,375.76131062278535,375.3451388206747,375.3442355431282,375.34272213059256,375.36105451481274
102.40434230927413,102.40434360706655,102.40434632157898,102.39078389581287,102.39061559790409,102.4043433641814,102.4043418706065,102.40434717349088,102.40434508424988,102.40434575599947,102.4043479632018,102.40434721945472,102.4043432717433,102.3905792653339,102.39076135638201,102.39066732083845,102.39069707282793,102.39059098576095,102.39105996574,102.39061629891422,102.39106040556268,102.39053096341294,102.40433904788175,102.40434478297958,102.40434891222851,102.40433922972552,102.40433850541504,102.40434362210651,102.40433884981607,102.40433945726491,102.39136877115938,102.4043465898925,102.39070291751891,102.40434322009014,102.40434086276761,102.39089569178189,102.39106168857316,102.39092115870648,102.39103886485479,102.39080330266641,102.39122942393817,102.4043463744281,102.40434752820948,102.40433929091716,102.3907796698742,102.39112722705345,102.39081068739884,102.40434094508028,102.39131881966033,102.40434850991342,102.4043457204832,102.39056692614221,102.40434813787535,102.4043423899737,102.39056701914643,102.40434007936071,102.39054598042206,102.40434015352633,102.40434016731905,102.40434638234515,102.39147823072769,102.39071492217526,102.3906523995576,102.39126336005636,102.39057628339992,102.39060599347009,102.4044441035099,102.40434048586476,102.40434325417358,102.40433903996966,102.4043408832742,102.40434565976011,102.39056829688401,102.39146009545495,102.40434744389202,102.39061267478435,102.39137653616483,102.39055104348155,102.40434765362663,102.391087891346,102.39075442287663,102.39065094405908,102.39125388658351,102.39128813257979,102.39074541163328,102.39064942535902,102.40434322491753,102.39118822403195,102.39072540805361,102.4051808984445,102.3909146884985,102.39065754243568,102.40434786235251,102.39057449183228,102.39079374951085,102.40434707325267,102.39068899540715,102.39065520614123,102.39060760482674,102.39124810530022
